best_params,cv_accuracy,test_accuracy,search_duration_seconds,model_type,timestamp
"{'C': 0.1, 'average': True, 'fit_intercept': True, 'loss': 'squared_hinge', 'max_iter': 1000, 'tol': 0.001}",0.6491677889429884,0.6148648648648649,7.29953145980835,PassiveAggressiveClassifier,2025-09-25 11:54:36
