feature,importance
HYDR_VOLUME,0.041715035815574925
TUZA_HIGH,0.04168477455522967
GEMC_VOLUME,0.04164204486112627
RNFT_VOLUME,0.04159979743202268
UGLD_CLOSE,0.04131606068937548
PMSB_HIGH,0.04122798345290634
ZILL_CLOSE,0.041204642805852586
MTSS_VOLUME,0.04100389060877021
BLNG_OPEN,0.0409292905073374
SIBN_CLOSE,0.040574948030606066
SGZH_VOLUME,0.04057487156434852
ABIO_CLOSE,0.04043420570670181
GMKN_CLOSE,0.04026004674192606
LSRG_OPEN,0.040222106772511416
SARE_VOLUME,0.040187017080032514
ABIO_LOW,0.040033932250708344
DZRDP_CLOSE,0.040011234198680266
RASP_CLOSE,0.03991666672325691
VEON-RX_OPEN,0.039910964017349455
LNZL_CLOSE,0.0397843400934171
TNSE_LOW,0.03974637069586432
GCHE_HIGH,0.03953179474214924
KRKOP_HIGH,0.039185111307414706
QIWI_VOLUME,0.03917320774906367
DATA_HIGH,0.03916395311189812
LSRG_LOW,0.03908921260603964
VEON-RX_VOLUME,0.03901387767145936
SIBN_HIGH,0.0390067573203346
RTGZ_HIGH,0.03884517690492969
RASP_HIGH,0.03879751819017369
NNSB_OPEN,0.03878352072422027
PMSB_CLOSE,0.03859468447948545
RKKE_OPEN,0.038424732969152366
LSRG_CLOSE,0.03839610022894952
MGKL_HIGH,0.0382548163460507
VLHZ_VOLUME,0.038207773953988076
MSRS_LOW,0.03818683606566781
KRSB_LOW,0.03814487191634036
KMEZ_LOW,0.03806996645840442
UWGN_VOLUME,0.03797682794532285
BRV5_CLOSE,0.037819838716620195
MRKK_LOW,0.03776546154683592
RUAL_LOW,0.03773744400687156
KBSB_CLOSE,0.037666404137349625
RTSI_HIGH,0.03748762378289746
IGST_VOLUME,0.037463072747828986
AFKS_HIGH,0.03730661336331712
HEAD_CLOSE,0.037291298810880474
ROLO_CLOSE,0.037282745221823906
RASP_LOW,0.03722708179572335
RTKMP_VOLUME,0.037146445951292746
KRKN_HIGH,0.03710619648704999
MSNG_LOW,0.03703531155177157
T_CLOSE,0.036995157377282796
TNSE_HIGH,0.03678479234401969
IRAO_LOW,0.03667623739237286
SELG_CLOSE,0.03653194753265763
SELG_OPEN,0.03641947281728772
MRKK_OPEN,0.03637617396541947
LVHK_CLOSE,0.03636771142368644
LNZLP_OPEN,0.03635196050975773
BSPBP_VOLUME,0.03621478358639223
TASB_VOLUME,0.03611819782093039
DIOD_HIGH,0.036103633569191135
MRKC_VOLUME,0.03602201626717432
NMTP_OPEN,0.03600490907436095
GMKN_LOW,0.035906680518203664
UTAR_LOW,0.03586928577852925
AFKS_LOW,0.03585344574334818
OKEY_VOLUME,0.03577998624384152
SIBN_LOW,0.03574483554294705
CARM_VOLUME,0.03565612575763558
SELG_HIGH,0.03557474837538619
KGKCP_VOLUME,0.03551920797219565
ZILL_OPEN,0.03542930769941625
NSVZ_OPEN,0.03520461166155487
TGKB_OPEN,0.03514923475230485
ZVEZ_CLOSE,0.03485248424225457
SAGOP_HIGH,0.034806359059727114
KZOSP_CLOSE,0.03479304811345146
STSB_CLOSE,0.03476417909815135
T_HIGH,0.03461233616574308
PMSB_LOW,0.03457323771290912
ZILL_VOLUME,0.03445609840847934
MDMG_OPEN,0.034433656609420986
HEAD_HIGH,0.03441311423173684
OZPH_VOLUME,0.034353777778253686
FESH_OPEN,0.03433349549269016
EUTR_CLOSE,0.034308072160202104
TUZA_VOLUME,0.03422621173768376
DZRD_CLOSE,0.034200992977081776
OKEY_CLOSE,0.034183324844408364
SBER_OPEN,0.03413539715871513
MGTS_CLOSE,0.03413436696067306
MGNT_OPEN,0.03400973436512219
KZOS_CLOSE,0.03397072741474974
ELFV_OPEN,0.033889138918693794
RTSI_LOW,0.03388407627196945
MRKP_CLOSE,0.033810442674264383
VEON-RX_LOW,0.033793890344674664
GAZA_LOW,0.03353033760924793
ARSA_LOW,0.033454113316925806
KLSB_HIGH,0.03340307834530789
BRV5_LOW,0.03332367936906421
GEMC_HIGH,0.03326832910654524
LNZLP_HIGH,0.0331524223985367
WTCM_LOW,0.03314241641172815
LSNG_VOLUME,0.03311769848239282
MSRS_HIGH,0.03309283457532288
YKEN_LOW,0.03291770860364361
SOFL_HIGH,0.03274531365601316
GMKN_HIGH,0.03270669300516308
KZOS_VOLUME,0.032650587188893694
BRV5_OPEN,0.03255697922810421
RASP_VOLUME,0.032424914847020564
VSYDP_CLOSE,0.032409810171866414
GAZAP_OPEN,0.03235767851519245
CHGZ_VOLUME,0.03230635623025411
CBOM_CLOSE,0.032222624147855296
RBCM_VOLUME,0.03220239595219466
TORS_OPEN,0.032005524124523295
KCHEP_HIGH,0.03189101572179851
TNSE_CLOSE,0.03179493911898395
MSNG_CLOSE,0.03177941732612507
RENI_CLOSE,0.031685726578346264
KZOS_LOW,0.03153414835462107
JNOSP_LOW,0.03151087812564283
DZRDP_HIGH,0.031449197492431774
KUZB_VOLUME,0.03144226956559599
DVEC_HIGH,0.03141871823808981
ELFV_VOLUME,0.03137972751089094
POSI_VOLUME,0.031207595607906796
KOGK_LOW,0.031037699691584857
VGSBP_CLOSE,0.03102757063108073
MSTT_HIGH,0.0309861205161432
SVET_OPEN,0.03097723219295431
SPBE_OPEN,0.030975408238650626
BLNG_HIGH,0.030917525459013995
ROSN_OPEN,0.03087078920927303
YRSB_HIGH,0.030857322303956557
MRKP_OPEN,0.03084922944971565
KROTP_LOW,0.030767535287533492
SPBE_CLOSE,0.03061945138560034
SVET_HIGH,0.030512197912887156
YKENP_CLOSE,0.030495543127553038
AVAN_OPEN,0.030457646773658198
PMSB_OPEN,0.030400647414936945
KRKN_OPEN,0.03038417791453286
GAZP_OPEN,0.03032874262596762
EUTR_HIGH,0.030247385008239286
USD000UTSTOM_CLOSE,0.030212947779378826
VSEH_VOLUME,0.030022503761966687
NKHP_CLOSE,0.029999867749649273
SBERP_OPEN,0.029987895452519512
MGNT_LOW,0.02993862389620804
GMKN_OPEN,0.029857919388149662
RDRB_OPEN,0.029824670037932908
DZRDP_OPEN,0.02982347785561699
BRZL_CLOSE,0.029807893179981587
CHMK_HIGH,0.02980185020291903
TUZA_OPEN,0.02973660495867376
MRKZ_VOLUME,0.02971849383322644
KZOSP_VOLUME,0.02970955920046209
LSRG_HIGH,0.02968649249185353
EUR_RUB__TOM_VOLUME,0.029658435187170873
APRI_CLOSE,0.029642631059974407
KMEZ_OPEN,0.029590547022905974
TORSP_OPEN,0.029474708987321085
HNFG_VOLUME,0.02930538883825744
MRSB_LOW,0.02927942211547434
T_OPEN,0.02919546296966434
PIKK_HIGH,0.029053720171619
RENI_VOLUME,0.02896458094936798
ABIO_OPEN,0.02891733165638059
RUAL_HIGH,0.028854324696748822
PLZL_VOLUME,0.028799219697899975
LSNG_OPEN,0.028767437665203205
BISVP_OPEN,0.028705637758586113
PMSB_VOLUME,0.028642146764218075
SNGSP_LOW,0.028470968529419438
NLMK_VOLUME,0.028434906475411664
APRI_OPEN,0.02842695591888913
CNTLP_OPEN,0.02838908680510263
CHMF_VOLUME,0.02838307822841826
KBSB_LOW,0.028184510280347904
MRKV_OPEN,0.02795531993726322
SAREP_VOLUME,0.027807092444558753
UNKL_OPEN,0.02776949264187582
RTGZ_OPEN,0.027682317153950965
TATNP_OPEN,0.027640075282126586
VJGZP_OPEN,0.02761031320644301
LEAS_CLOSE,0.02760975699164499
NAUK_CLOSE,0.027590562833370885
T_LOW,0.027573193380082506
PHOR_CLOSE,0.027551820997473043
RZSB_VOLUME,0.027551120323177202
MGTSP_CLOSE,0.027541485555442304
TATN_OPEN,0.027540066721178733
GCHE_VOLUME,0.027497547143373907
KRKOP_OPEN,0.02740591639914211
GEMA_VOLUME,0.02738599300984706
NNSB_LOW,0.027359195574709186
BANE_OPEN,0.02734269996618548
MGKL_VOLUME,0.0273266462103781
LENT_VOLUME,0.02711732654119296
LNZL_LOW,0.027090064016998133
NSVZ_CLOSE,0.027030364258408435
GAZA_VOLUME,0.02693490637709457
RGSS_LOW,0.026883964208142958
KRKOP_VOLUME,0.026822452656782885
RZSB_CLOSE,0.026818842841755355
VJGZ_HIGH,0.026817726057147367
MSNG_HIGH,0.026576086072274924
SNGSP_CLOSE,0.026567550730613076
RTKM_OPEN,0.02651427869130218
KROTP_HIGH,0.026475344845541482
SNGSP_HIGH,0.026474770138083786
TRMK_OPEN,0.026468228127989515
OGKB_HIGH,0.02643126988723679
ASSB_VOLUME,0.026422330999317564
KZOSP_OPEN,0.026327930450889946
DZRD_VOLUME,0.026189284697431633
RUAL_OPEN,0.026173551581556917
NKNC_OPEN,0.026085802637807395
BANEP_OPEN,0.026084095274780183
LSNG_CLOSE,0.02607190598763785
IRKT_HIGH,0.02606053045687079
SVETP_CLOSE,0.0259415515889212
TORS_HIGH,0.025758764934251745
KGKC_OPEN,0.025723271681752896
AMEZ_OPEN,0.02571580040427544
MSTT_OPEN,0.025711464677728047
UGLD_OPEN,0.025697501883761947
URKZ_OPEN,0.025643384379044763
NFAZ_VOLUME,0.025597732693136605
MRKY_VOLUME,0.02559320148777644
UKUZ_OPEN,0.025568785428363567
JNOS_OPEN,0.025551443139317606
EUTR_VOLUME,0.025517945834661614
KGKC_LOW,0.025463852908349474
EUR_RUB__TOM_CLOSE,0.025335858220654022
DIOD_OPEN,0.025321429912057717
CHKZ_HIGH,0.025255030594157808
BSPB_CLOSE,0.025236508368983432
EELT_OPEN,0.02507212248666706
UPRO_CLOSE,0.025060068356006108
CNTL_VOLUME,0.02498970354059969
KBSB_OPEN,0.024970577024108823
VSYD_VOLUME,0.02494694235074758
CNTL_CLOSE,0.024943706887136218
SIBN_OPEN,0.02492939210619718
LSNGP_HIGH,0.024849277536501378
SVET_LOW,0.024825472495697647
LNZLP_LOW,0.024802209058559815
PAZA_OPEN,0.02477971441912108
MFGSP_OPEN,0.024776866284953455
VSYDP_LOW,0.024612819036649265
LENT_OPEN,0.024598156077947197
YKEN_CLOSE,0.02457923413137123
TASBP_VOLUME,0.024555343097702145
VKCO_CLOSE,0.024510910695857323
UGLD_LOW,0.024467019835741528
RBCM_HIGH,0.02442429838972099
VRSB_VOLUME,0.02437169529103465
JNOS_VOLUME,0.02433772262834347
RUSI_CLOSE,0.024321650940635636
MTLRP_VOLUME,0.024267749140423997
FEES_CLOSE,0.02415160874243864
ETLN_OPEN,0.024140723026115505
LEAS_OPEN,0.024025949644992373
TRNFP_VOLUME,0.024010771786274143
FLOT_OPEN,0.02399634686661552
SVCB_CLOSE,0.023980306691818064
AFKS_OPEN,0.023840178273639642
NKNC_CLOSE,0.023640137871063616
TORS_CLOSE,0.023588710672523105
STSB_LOW,0.023570205115655777
RGSS_HIGH,0.023564766622481203
STSB_OPEN,0.023542437767208785
MRKY_HIGH,0.023502840489717305
MRKZ_OPEN,0.02350023769263598
LEAS_LOW,0.023431915549018207
LNZLP_CLOSE,0.023404238138634875
SVETP_VOLUME,0.023330678001274887
MGTSP_HIGH,0.023296191553188034
STSB_HIGH,0.023229767489808387
TTLK_VOLUME,0.0232056963395041
SOFL_OPEN,0.023152855603247837
RENI_HIGH,0.023066901871030002
TGKA_VOLUME,0.023014817593363806
VSYD_OPEN,0.02285298949011193
RTGZ_LOW,0.02284752354236705
RTSB_LOW,0.022823383927382573
IRKT_OPEN,0.022795306391947684
SAGO_HIGH,0.02275775330574184
RBCM_OPEN,0.02271445896728419
NAUK_LOW,0.022701436079838933
ROST_LOW,0.02266837090791891
CHGZ_LOW,0.022606903946542255
KLVZ_OPEN,0.022570427771498657
DVEC_LOW,0.02252819305811214
UKUZ_LOW,0.02250349855480477
KROTP_VOLUME,0.0224780148214144
KRKOP_CLOSE,0.022458429662997104
KMAZ_VOLUME,0.022382671854469904
KCHE_OPEN,0.022361020224649728
KCHEP_CLOSE,0.022312568617034085
GAZAP_HIGH,0.02229659373925724
GEMA_OPEN,0.022134830698369818
NKNC_HIGH,0.022091283789650307
KUZB_OPEN,0.022005584276349934
PHOR_OPEN,0.021945184675047483
KCHE_LOW,0.02193515970524244
YKENP_LOW,0.021927352226726638
RKKE_HIGH,0.021910705375154268
KRKNP_OPEN,0.021825901735786843
SAGO_OPEN,0.021820853346754255
OKEY_LOW,0.02164514893843893
PRMD_HIGH,0.021618307737839456
TORSP_CLOSE,0.021617954947724935
LVHK_HIGH,0.021574397436127685
RTSB_OPEN,0.021572239138365198
AKRN_LOW,0.02153949232018872
AFLT_VOLUME,0.02152214206521298
NKNCP_HIGH,0.021514817703064668
VKCO_LOW,0.021505085539582126
NMTP_CLOSE,0.021461210832060245
TGKBP_LOW,0.02145990961793287
UNKL_LOW,0.02142849856034225
AFLT_OPEN,0.021398668753447952
PMSBP_OPEN,0.02131374510609821
GECO_CLOSE,0.0213118713883631
NLMK_OPEN,0.021271654724090608
HIMCP_OPEN,0.021233955272742574
SAGOP_LOW,0.021224245308770175
LKOH_VOLUME,0.02122256028730461
TORS_LOW,0.021172806164298525
MRKK_HIGH,0.021127505158076543
CNRU_VOLUME,0.021114435459962486
NKHP_HIGH,0.021069881714910383
RTSBP_LOW,0.021030262153777856
KRKN_VOLUME,0.02101077224306153
TATN_VOLUME,0.021007376654576373
RGSS_CLOSE,0.02100438278760983
SVETP_HIGH,0.020978987729295174
MTLR_VOLUME,0.020976293736712694
MGTSP_VOLUME,0.02097450727080592
GAZA_CLOSE,0.020971603405322517
URKZ_HIGH,0.020941657916762665
RTSBP_OPEN,0.0209268469360131
RDRB_LOW,0.020876011921839688
APRI_LOW,0.020815744785684053
DIAS_VOLUME,0.020799711924974765
BANE_VOLUME,0.02079809065268388
ARSA_VOLUME,0.020791892127727
TNSE_VOLUME,0.020783384351898835
ABRD_HIGH,0.02078014336838673
LENT_CLOSE,0.020775950362209233
UKUZ_VOLUME,0.02076142841081662
KGKC_HIGH,0.02066686307863499
MVID_CLOSE,0.020664171187712067
ASSB_OPEN,0.02065946826503764
OZPH_HIGH,0.020637515855012396
GAZA_OPEN,0.020617656401083737
ROSN_CLOSE,0.020584127967873244
PIKK_OPEN,0.020580877534533377
DIOD_LOW,0.020578911086016973
KCHE_CLOSE,0.02053528579505567
KGKC_CLOSE,0.02053396590702979
SNGS_CLOSE,0.02048740462092854
MAGE_HIGH,0.020474579262030668
KAZTP_OPEN,0.02046177267236966
GEMA_HIGH,0.020439816265762894
KZOS_OPEN,0.0204176261473409
BISVP_VOLUME,0.020411956001812802
RBCM_CLOSE,0.02039426241414328
ABRD_CLOSE,0.02036271326865059
MRKK_CLOSE,0.02034514880754564
KLSB_CLOSE,0.020279477356201354
IVAT_OPEN,0.0202669897264218
IGST_CLOSE,0.020256992899649898
IRAO_OPEN,0.02025186027360833
PRMB_OPEN,0.020242511376123613
ROSN_LOW,0.020208906234618792
RUSI_OPEN,0.02018296752501204
VGSB_VOLUME,0.020165338392875366
MOEX_HIGH,0.02014542618140477
KOGK_HIGH,0.020135405201196183
KAZTP_LOW,0.02009538797475782
VLHZ_LOW,0.020032521629808116
CNTLP_LOW,0.020020465573777502
STSB_VOLUME,0.019982030186246866
POSI_OPEN,0.019905378110407698
MGTSP_LOW,0.019899759146915386
AFLT_LOW,0.019873514652765652
KRKNP_VOLUME,0.01984408223544038
VSYD_CLOSE,0.01978177695530534
PIKK_CLOSE,0.019739852746754005
PRMD_VOLUME,0.019732550966054873
VGSBP_LOW,0.019708466554019928
SVCB_HIGH,0.019671783849930013
BLNG_LOW,0.019657843551140763
DVEC_VOLUME,0.01949277496170499
NVTK_LOW,0.01943565120128434
MOEX_CLOSE,0.019425721132805454
MTLR_HIGH,0.019399265416380786
YKENP_HIGH,0.019396176966586142
NKNCP_CLOSE,0.01926106494646611
EUR_RUB__TOM_LOW,0.01925529853831795
YRSBP_VOLUME,0.01918790648523071
IVAT_LOW,0.01918459983330559
KBSB_HIGH,0.019133394706468576
FEES_VOLUME,0.019108570641213424
NKSH_HIGH,0.019093717511749733
JNOSP_HIGH,0.019057083445176867
PAZA_LOW,0.01903705406494991
RENI_OPEN,0.0190139559728429
QIWI_OPEN,0.0190117416435795
SAGO_VOLUME,0.01900065309614001
ZAYM_OPEN,0.018941827573531533
NVTK_CLOSE,0.018893809993039842
OMZZP_OPEN,0.018868644140238065
BSPB_HIGH,0.01886397635445457
SAGO_LOW,0.01883961392874874
MGNT_CLOSE,0.018746793089839904
TRMK_LOW,0.018743234301676983
CHGZ_OPEN,0.018672985802866887
AQUA_OPEN,0.018606636858816132
FESH_LOW,0.01854539782381034
SELG_VOLUME,0.01849521845594811
MGTS_VOLUME,0.01840134995708794
RZSB_LOW,0.018315351803258238
AKRN_OPEN,0.018310534261579903
KRKOP_LOW,0.018268342477731483
GTRK_OPEN,0.01826359456062847
VSYDP_OPEN,0.01824882878344932
YDEX_CLOSE,0.018171662564406246
T_VOLUME,0.018135194399418353
RDRB_VOLUME,0.01808656564730385
NVTK_HIGH,0.018063378263220232
LEAS_HIGH,0.018024864878467595
NNSB_CLOSE,0.01800249979272042
SBER_HIGH,0.01799690363784322
KAZTP_VOLUME,0.017983900059569288
OKEY_HIGH,0.017961506488305953
MTSS_HIGH,0.01795067152142693
RBCM_LOW,0.01792819379079445
KZOS_HIGH,0.017922406748315748
CBOM_VOLUME,0.017832796281661855
ELMT_VOLUME,0.01781683197378617
JNOS_HIGH,0.017814755064824314
TGKB_LOW,0.01772519706698872
KLVZ_LOW,0.017648411375316145
MRKV_HIGH,0.017624806033571253
CHGZ_HIGH,0.017599809881330437
USBN_HIGH,0.017581520637801416
UKUZ_HIGH,0.01756710387254296
NKSH_LOW,0.01755464016786318
ZAYM_CLOSE,0.01750327073877543
MRKS_VOLUME,0.017494924513047863
YKEN_HIGH,0.017378201355430518
PLZL_CLOSE,0.017331271052746813
NSVZ_LOW,0.017317809941963722
SNGS_LOW,0.017281850852482603
MAGE_LOW,0.01724188711326774
UPRO_VOLUME,0.017226565152287463
MRKC_CLOSE,0.017203481140802543
TRMK_HIGH,0.01719749592419351
KROT_CLOSE,0.017165765732618004
URKZ_LOW,0.017151257768625534
RKKE_CLOSE,0.017031407886298273
LMBZ_LOW,0.016947586798667598
TGKBP_OPEN,0.016920737341068276
MTSS_CLOSE,0.016890007252246788
MFGS_CLOSE,0.01688012997686598
EELT_LOW,0.01686135356959601
UGLD_HIGH,0.016844634780712405
SOFL_CLOSE,0.01681503429963779
SPBE_HIGH,0.016811908057300883
BANEP_LOW,0.01680151891569865
GAZA_HIGH,0.0167910031503084
LVHK_VOLUME,0.01677752022573455
NKNCP_LOW,0.016748489078327492
PLZL_HIGH,0.016731955247624896
WTCM_HIGH,0.016721098456252415
MTLR_CLOSE,0.01668582248496388
PAZA_VOLUME,0.01667053844987886
MRKZ_LOW,0.016649084539215257
RTSB_CLOSE,0.016521769149075483
OGKB_CLOSE,0.016517502589592288
RZSB_HIGH,0.016489520951503987
BRZL_VOLUME,0.016487992797466988
RASP_OPEN,0.01646251235476619
