Date,Open,High,Low,Close,Volume
2023-01-03,141.6,143.25,141.56,141.78,21098550
2023-01-04,141.85,142.28,140.75,141.43,17112740
2023-01-05,141.6,141.84,140.54,141.27,17245300
2023-01-06,141.39,141.62,140.9,141.4,10657600
2023-01-09,141.83,142.99,141.65,142.4,31449160
2023-01-10,142.1,142.85,141.31,142.81,23718180
2023-01-11,142.97,149.98,142.87,149.96,123147040
2023-01-12,150.02,150.79,148.39,149.3,46789300
2023-01-13,149.58,153.28,147.71,151.69,88520210
2023-01-16,152.89,154.0,151.88,153.71,51753920
2023-01-17,154.0,154.31,150.01,150.45,84404770
2023-01-18,150.4,153.0,149.41,151.47,67511970
2023-01-19,151.2,152.85,148.56,149.34,66813960
2023-01-20,149.7,151.4,148.64,151.38,44254820
2023-01-23,151.9,154.1,151.01,153.5,55198870
2023-01-24,153.95,155.58,152.28,152.66,78734130
2023-01-25,152.45,153.6,151.5,152.81,43376700
2023-01-26,153.32,154.3,151.73,152.4,45513320
2023-01-27,152.4,153.48,151.69,153.2,34123690
2023-01-30,153.5,153.88,152.21,153.38,31105220
2023-01-31,153.51,158.18,153.3,158.07,77890320
2023-02-01,158.2,159.6,156.5,158.29,66332200
2023-02-02,158.4,160.29,157.37,159.45,53866380
2023-02-03,159.1,162.32,157.88,161.26,63735330
2023-02-06,161.78,167.17,161.01,167.09,89083530
2023-02-07,167.3,168.7,163.4,165.39,92661570
2023-02-08,165.0,166.35,162.7,164.15,58669030
2023-02-09,164.33,167.47,161.27,165.31,107139220
2023-02-10,165.0,166.49,164.5,165.52,40924680
2023-02-13,165.2,166.88,164.17,164.32,36212200
2023-02-14,164.3,164.38,161.64,161.86,58832960
2023-02-15,160.94,161.12,153.83,156.25,113804160
2023-02-16,157.33,159.3,156.25,158.22,68549280
2023-02-17,158.0,160.38,156.91,159.73,52179940
2023-02-20,159.41,161.3,156.73,160.09,63971610
2023-02-21,160.66,165.65,159.26,164.15,127422480
2023-02-22,164.13,164.42,162.5,163.37,43772430
2023-02-24,163.33,165.5,163.1,164.3,37727230
2023-02-27,163.52,170.0,162.96,169.95,100133280
2023-02-28,170.5,171.92,168.37,169.82,80748140
2023-03-01,170.4,171.66,169.5,170.53,53784730
2023-03-02,170.4,170.4,166.55,168.05,86095640
2023-03-03,168.17,171.26,167.9,171.16,49566770
2023-03-06,172.14,172.99,171.35,171.84,64585290
2023-03-07,171.87,174.2,171.0,174.01,55287380
2023-03-09,174.85,174.89,172.21,172.55,80393110
2023-03-10,171.55,173.0,170.58,172.53,50256970
2023-03-13,172.5,173.9,169.26,172.15,74032280
2023-03-14,171.61,176.95,171.01,175.71,89325670
2023-03-15,176.0,177.37,173.59,175.3,79930290
2023-03-16,174.94,176.04,173.36,175.45,51534160
2023-03-17,183.0,193.66,178.56,193.59,388164850
2023-03-20,196.02,205.09,195.0,203.73,156714250
2023-03-21,204.76,208.0,201.25,203.32,122583960
2023-03-22,203.4,204.4,201.59,202.89,57568140
2023-03-23,202.53,204.2,202.22,202.58,26650230
2023-03-24,202.86,203.85,202.0,203.57,24325540
2023-03-27,204.01,213.2,204.01,211.84,101521380
2023-03-28,212.86,214.7,210.67,214.03,73901050
2023-03-29,214.85,219.53,213.6,217.99,96682530
2023-03-30,217.3,218.45,216.12,216.87,40886950
2023-03-31,217.2,217.35,211.3,216.6,88081360
2023-04-03,218.45,219.44,214.8,216.09,55175630
2023-04-04,216.2,217.29,213.8,214.83,45803380
2023-04-05,214.65,216.3,211.4,216.15,46177490
2023-04-06,216.3,217.38,214.07,214.25,39061450
2023-04-07,214.5,216.39,213.65,216.27,29198130
2023-04-10,217.1,222.26,216.61,222.21,85196000
2023-04-11,222.9,223.33,217.62,218.6,98538370
2023-04-12,218.6,219.7,216.67,219.22,44767540
2023-04-13,219.49,220.89,218.0,219.85,32672160
2023-04-14,220.0,222.5,218.51,221.87,43316040
2023-04-17,222.98,228.2,222.91,228.1,78797270
2023-04-18,227.89,232.76,227.05,232.66,97770120
2023-04-19,232.67,237.37,231.1,232.95,115713300
2023-04-20,233.32,236.47,229.84,236.28,85093750
2023-04-21,237.4,238.85,233.52,235.17,115905760
2023-04-24,235.07,236.4,234.1,235.1,30536770
2023-04-25,235.13,235.82,234.21,235.3,32187450
2023-04-26,235.6,235.95,234.91,235.21,24430320
2023-04-27,235.59,240.74,235.13,240.38,68311610
2023-04-28,240.9,241.58,237.66,240.38,49583350
2023-05-02,242.2,245.0,237.4,242.62,83957810
2023-05-03,242.85,242.99,234.0,235.77,76827180
2023-05-04,236.89,239.74,236.05,238.89,53079590
2023-05-05,239.24,240.66,237.3,237.7,61366140
2023-05-08,238.69,239.86,237.36,238.27,47865890
2023-05-10,216.5,227.5,215.7,227.06,156874740
2023-05-11,228.87,235.38,223.94,229.32,197302410
2023-05-12,231.0,232.47,226.15,229.29,70528170
2023-05-15,230.51,231.75,228.52,231.7,49090190
2023-05-16,232.4,232.86,229.57,230.62,36613690
2023-05-17,229.86,230.97,228.75,230.55,31770380
2023-05-18,231.7,234.49,230.72,231.7,56228190
2023-05-19,230.99,232.3,229.81,231.27,31639980
2023-05-22,232.2,232.78,230.0,231.0,26487190
2023-05-23,231.25,237.29,230.21,236.43,63010540
2023-05-24,237.49,246.13,236.26,246.06,86011970
2023-05-25,246.1,247.4,242.65,243.76,70882360
2023-05-26,243.45,249.64,242.81,248.1,69202730
