TICKER,ACCURACY,PRECISION,RECALL,F1_SCORE,STATUS
KRSB,0.668918918918919,0.6669506846268187,0.668918918918919,0.6678095475330498,SUCCESS
KUZB,0.668918918918919,0.679168872991344,0.668918918918919,0.6711748274248275,SUCCESS
KZOSP,0.7162162162162162,0.7212474241469803,0.7162162162162162,0.7156747219521538,SUCCESS
KZOS,0.6756756756756757,0.6850767492703462,0.6756756756756757,0.6792605351368238,SUCCESS
LEAS,0.7432432432432432,0.7435031185031185,0.7432432432432432,0.7338415818415819,SUCCESS
LENT,0.7567567567567568,0.7581301709873138,0.7567567567567568,0.7570467759532655,SUCCESS
LIFE,0.6621621621621622,0.7230844355746163,0.6621621621621622,0.6748948892143822,SUCCESS
LKOH,0.7297297297297297,0.7281158709730138,0.7297297297297297,0.7280274974252186,SUCCESS
LMBZ,0.7432432432432432,0.7965900013313806,0.7432432432432432,0.764919314919315,SUCCESS
LNZLP,0.668918918918919,0.6653893928408268,0.668918918918919,0.6660153085985282,SUCCESS
LNZL,0.6081081081081081,0.6024307326194118,0.6081081081081081,0.6042985522680554,SUCCESS
LPSB,0.7094594594594594,0.7311458100931784,0.7094594594594594,0.7064885554896654,SUCCESS
LSNGP,0.6486486486486487,0.6547297297297298,0.6486486486486487,0.6473061936979463,SUCCESS
LSNG,0.7094594594594594,0.7112273183701755,0.7094594594594594,0.7080852242616948,SUCCESS
LSRG,0.7094594594594594,0.7133805378128338,0.7094594594594594,0.7074224552690508,SUCCESS
LVHK,0.668918918918919,0.6717068584190432,0.668918918918919,0.6700457414743128,SUCCESS
MAGEP,0.6216216216216216,0.6056492675345134,0.6216216216216216,0.6122737528817385,SUCCESS
MAGE,0.6756756756756757,0.6673346579443581,0.6756756756756757,0.6699017199017198,SUCCESS
MAGN,0.7027027027027027,0.7053738521129825,0.7027027027027027,0.7039105196266787,SUCCESS
MBNK,0.777027027027027,0.782153933793278,0.777027027027027,0.7699082259829925,SUCCESS
MDMG,0.6351351351351351,0.6317674767522792,0.6351351351351351,0.6332093160473998,SUCCESS
MFGSP,0.6216216216216216,0.6007722007722007,0.6216216216216216,0.6060785545160545,SUCCESS
MFGS,0.6756756756756757,0.6754107048224696,0.6756756756756757,0.6696834801075987,SUCCESS
MGKL,0.6959459459459459,0.7128174943309428,0.6959459459459459,0.7021998303002691,SUCCESS
MGNT,0.6891891891891891,0.6888615888615888,0.6891891891891891,0.6884405481354497,SUCCESS
MGTSP,0.6283783783783784,0.6257705073494547,0.6283783783783784,0.6265663390663391,SUCCESS
MGTS,0.668918918918919,0.6684377876328341,0.668918918918919,0.6670367150484,SUCCESS
MISBP,0.6891891891891891,0.6851329270446918,0.6891891891891891,0.6834823048513374,SUCCESS
MISB,0.6554054054054054,0.6427619724988146,0.6554054054054054,0.6482008085329657,SUCCESS
MOEX,0.6554054054054054,0.6552703254049643,0.6554054054054054,0.653708577434836,SUCCESS
MRKC,0.7094594594594594,0.7094594594594594,0.7094594594594594,0.7094594594594594,SUCCESS
MRKK,0.6418918918918919,0.6488619925277607,0.6418918918918919,0.6449254699004386,SUCCESS
MRKP,0.7094594594594594,0.7094594594594594,0.7094594594594594,0.7094186501402997,SUCCESS
MRKS,0.6891891891891891,0.6834481540363893,0.6891891891891891,0.6826624369727817,SUCCESS
MRKU,0.6891891891891891,0.695338150256183,0.6891891891891891,0.6873178202264267,SUCCESS
MRKV,0.6418918918918919,0.6462779498493785,0.6418918918918919,0.6418237872212434,SUCCESS
MRKY,0.6283783783783784,0.6192978412490607,0.6283783783783784,0.6234040127678978,SUCCESS
MRKZ,0.7162162162162162,0.7200441257584114,0.7162162162162162,0.7178382435348379,SUCCESS
MRSB,0.6418918918918919,0.6467517852300461,0.6418918918918919,0.6436028738008935,SUCCESS
MSNG,0.668918918918919,0.6692625790986446,0.668918918918919,0.6648637705424829,SUCCESS
MSRS,0.668918918918919,0.6640352805872206,0.668918918918919,0.666159449046047,SUCCESS
MSTT,0.6891891891891891,0.6903153153153153,0.6891891891891891,0.6860496860496861,SUCCESS
MTLRP,0.7094594594594594,0.7207964290116391,0.7094594594594594,0.705182428498112,SUCCESS
MTLR,0.7027027027027027,0.7047216859716859,0.7027027027027027,0.7034339127824736,SUCCESS
MTSS,0.6891891891891891,0.6936652067086849,0.6891891891891891,0.6902828790851037,SUCCESS
MVID,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,SUCCESS
NAUK,0.7162162162162162,0.7239557739557739,0.7162162162162162,0.7195968731039547,SUCCESS
NFAZ,0.6283783783783784,0.625,0.6283783783783784,0.6254285511711254,SUCCESS
NKHP,0.7027027027027027,0.699030155898879,0.7027027027027027,0.7007334133705554,SUCCESS
NKNCP,0.6959459459459459,0.6957246757911211,0.6959459459459459,0.6930127255683414,SUCCESS
NKNC,0.7094594594594594,0.7230936293436293,0.7094594594594594,0.7137208250975678,SUCCESS
